set|date|setID
Contagion|2003-10-15|536
Distortion|2004-02-18|537
Epidemic|2004-05-26|538
Isolation|2004-08-18|540
Breakout|2004-10-01|541
GIFT|2004-07-21|539
Tournament / Level Up!|2003-10-15|535
Epidemic Tournament Level Up!||2701
.hack//ENEMY CCG: Promo Cards|2003-10-15|534
