set|date|setID
KHTCG: Base Set|2007-11-15|1189
KHTCG: A Darkness Awakened||1190
KHTCG: Light and Darkness||1191
KHTCG: Break of Dawn||1192
KHTCG: Promos||1193
KHTCG JAP: Base Set||4442
KHTCG JAP: Force from a Dark Realm||4443
KHTCG JAP: Dawn of a Friend||4444
KHTCG JAP: Light and Darkness||4445
KHTCG JAP: Break of Dawn||3016
KHTCG JAP: Rejoin||2850
KHTCG JAP: Endless Darkness||2851
KHTCG JAP: Piece of Memory||2849
KHTCG JAP: Glico Wafers||2848
KHTCG JAP: Promos||3017
