set|date|setID
Booster Vol.1 God of the New World|2008-03-06|4989
Booster Vol.2 Melody of Judgement|2008-05-15|4990
Booster Vol.3 Facing Justice|2008-08-21|4991
Ex Booster The World|2008-12-11|4992
Death Note Starter: Contact|2008-03-06|4987
Death Note Starter: Rebirth|2008-08-21|4988
Death Note: Promos||5016
