set|date|setID
MLB Showdown 2000||863
Pennant Run 2000||864
MLB Showdown 2001||865
Pennant Run 2001||866
MLB Showdown 2002||1160
Trading Deadline 2002||1161
All-Star Game 2002||1162
Pennant Run 2002||1163
