set|date|setID
Base Set|2000-07-01|721
Base Set: Chase Promos|2000-07-01|1203
Base Set: Magazine Promos||4410
Base Set: Prerelease Promos||4411
Base Set: Foil Promos||4412
Past and Future||722
Past and Future: Chase Promos||4413
Past and Future: Magazine Promos||4414
Past and Future: Prerelease Promos||4415
