set|date|setID
Opus XIII|2021-03-26|4363
Opus XII|2020-11-06|2369
Opus XI|2020-03-01|2368
Opus X|2019-11-01|2367
Opus IX|2019-07-01|2366
Opus VIII|2019-03-01|2365
Opus VII|2018-11-01|2364
Opus VI|2018-07-01|2363
Opus V|2018-03-01|2362
Opus IV|2017-12-01|2361
Opus III|2017-07-01|2360
Opus II|2017-03-24|2359
Opus I|2016-10-28|2358
Boss Deck Chaos||4364
FFTCG - A Series||4372
FFTCG - PR Series||2370
FFTCG - Alt Art / Full Art Cards||2371
