set|date|setID
B01 - The Heroes Blade of War|2015-06-25|4915
B02 - Divine Flames of Light and Darkness|2015-09-17|4916
B03 - Hopeward Twin Swords|2015-12-10|4917
B04 - Shimmering Illusongs|2016-03-17|4918
B05 - Surpassing Rivalry|2016-06-23|4919
B06 - Storm of the Knights' Shadows|2016-09-29|4920
B07 - Conquering Honor|2016-12-08|4921
B08 - Life and Death: Beyond Destiny|2017-03-17|4922
B09 - Thunderous Earth|2017-06-22|4923
B10 - Crossroads|2017-09-21|4940
B11 - Glorious Twinstrike|2017-12-07|4941
B12 - Raging Deluge|2018-03-22|4942
B13 - Flame, Steel, Thought and Grief|2018-06-28|4943
B14 - Eyegazing Future|2018-09-27|4944
B15 - The Glimmering World|2018-12-13|4945
B16 - O Courage! O Soul Aflame!|2019-03-22|4946
B17 - The Advance of All Heroes|2019-06-27|4947
B18 - Oratorio of Embarkation|2019-09-26|4948
B19 - The Holy Flames of Sublime Heaven|2019-12-12|4949
B20 - The Guiding Hand of Dawn|2020-03-19|4950
B21 - Tempest of Apocalyptic Flame|2020-06-25|4951
B22 - The Heroes’ Paean|2020-10-01|4952
S01 - War of Shadows|2015-06-25|4953
S02 - Awakening|2015-06-25|4954
S03 - Birthright|2015-09-17|4955
S04 - Conquest|2015-09-17|4956
S05 - Path of Radiance|2015-12-10|4957
S06 - Mirage|2016-03-17|4958
S07 - The Binding Disturbance|2016-06-23|4959
S08 - Genealogy of the Holy War|2016-09-29|4960
S09 - Land of the Gods|2017-06-22|4961
S10 - The Blazing Blade|2018-06-28|4962
S11 - Warriors of Bonds|2019-06-27|4963
S12 - Three Houses|2019-09-26|4964
Promo Series 1||4965
Promo Series 2||4966
Promo Series 3||4967
Promo Series 4||4968
Promo Series 5||4969
Promo Series 6||4970
Promo Series 7||4971
Promo Series 8||4972
Promo Series 9||4973
Promo Series 10||4974
Promo Series 11||4975
Promo Series 12||4976
Promo Series 13||4977
Promo Series 14||4978
Promo Series 15||4979
Promo Series 16||4980
Promo Series 17||4981
Promo Series 18||4982
Promo Series 19||4983
Promo Series 20||4984
Promo Series 21||4985
Promo Series 22||4986
