set|date|setID
24 TCG: Day 0 Tactical Packs|2007-08-15|1080
24 TCG: Basic Training|2007-08-15|2703
24 TCG: 1st Edition|2007-09-26|1079
24 TCG: Promo Cards|2007-08-15|1078
24 TCG: Organized Play Promo|2007-08-15|1081
