name|id|rarity|imgURL|setID|game|set|date
Bohrok - Lehvak|249643|2|https://api.ccgtrader.co.uk/_/assets/l33i6yagghwk4wcg|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Bohrok - Nuhvok|249644|2|https://api.ccgtrader.co.uk/_/assets/476n6olvgz6skk4c|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Bohrok - Tahnok|249646|2|https://api.ccgtrader.co.uk/_/assets/4ow03kauyku80wg4|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Bohrok - Kohrak|249642|2|https://api.ccgtrader.co.uk/_/assets/152h882o3mv48o0w|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Bohrok - Pahrak|249645|2|https://api.ccgtrader.co.uk/_/assets/6bhui4fnhesk0848|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Bohrok - Gahlok|249641|2|https://api.ccgtrader.co.uk/_/assets/hoh2ngxjqpwkk48s|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Lehvak Va x2|249655|2|https://api.ccgtrader.co.uk/_/assets/ha2gk0rkt008cogo|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Nuhvok Va x2|249656|2|https://api.ccgtrader.co.uk/_/assets/hf001fltvooo0gsw|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Tahnok Va x2|249665|2|https://api.ccgtrader.co.uk/_/assets/m0zxo8xm5k0gwwko|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Kohrak Va x2|249648|2|https://api.ccgtrader.co.uk/_/assets/n55786ugxnkkwk4s|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Pahrak Va x2|249657|2|https://api.ccgtrader.co.uk/_/assets/3kyd31cgxiw44448|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Gahlok Va x2|249647|2|https://api.ccgtrader.co.uk/_/assets/7l5eumsw8z488g8w|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Kohrak or Nuhvok) x2|249649|2|https://api.ccgtrader.co.uk/_/assets/1405l8mc7cf4owso|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Tahnok or Kohrak) x2|249653|2|https://api.ccgtrader.co.uk/_/assets/h5fo8ipqwcg0cowo|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Pahrak or Gahlok) x2|249652|2|https://api.ccgtrader.co.uk/_/assets/qkdbjfn23ioc0ok4|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Lehvak or Gahlok) x2|249650|2|https://api.ccgtrader.co.uk/_/assets/d9gt0ykrciog8gks|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Nuhvok or Pahrak) x2|249651|2|https://api.ccgtrader.co.uk/_/assets/ckl34erklq0wgg8g|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Krana (Tahnok or Lehvak) x2|249715|2|https://api.ccgtrader.co.uk/_/assets/ii2fyxqfknscs8kw|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Penalty (Opponent discards 1 GA Card) x2|249782|2|https://api.ccgtrader.co.uk/_/assets/f7lwd14se6g4s8kw|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Penalty (Opponent -100 from any skill) x2|249658|2|https://api.ccgtrader.co.uk/_/assets/b12f1etj7sowsc8c|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
Game Action - Penalty (Opponent cannot control Bohrok this turn) x2|249720|2|https://api.ccgtrader.co.uk/_/assets/5s4ecxg0oaw4kwo4|728|lego-bionicle-bohrok-swarm-tcg|Lego Bionicle: Bohrok Swarm TCG|2002-06-01
