name|id|rarity|imgURL|setID|game|set|date
All Might|975795|20|https://api.ccgtrader.co.uk/uploads/_/originals/ba2ea6d9-94f6-45bb-9800-3c13a2f4232f.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Detroit Smash|975796|40|https://api.ccgtrader.co.uk/uploads/_/originals/56b0feb4-f846-4e45-be56-8f2c3e720b68.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Missouri Smash|975797|20|https://api.ccgtrader.co.uk/uploads/_/originals/8a92b739-7544-40c7-8082-cfdca5807fb3.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Smash|975798|10|https://api.ccgtrader.co.uk/uploads/_/originals/f1a82cf7-33d2-42c3-b1c3-a958d07e4658.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Texas Smash|975799|40|https://api.ccgtrader.co.uk/uploads/_/originals/af353598-873a-4813-ab31-c9f931c24f65.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Celebrity Status|975800|10|https://api.ccgtrader.co.uk/uploads/_/originals/a99e8092-a238-44f8-99dc-22d405eeb119.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
It Can't Be Fixed|975801|20|https://api.ccgtrader.co.uk/uploads/_/originals/6dd477a3-8493-494a-b151-ca9b0e06bc04.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Pull No Punches|975802|30|https://api.ccgtrader.co.uk/uploads/_/originals/2762dc25-1449-400f-b27c-472f104e2692.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
You're So Obvious|975803|30|https://api.ccgtrader.co.uk/uploads/_/originals/037698e9-34c1-451e-b40b-10e13cd4807d.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Denki Kaminari|975804|20|https://api.ccgtrader.co.uk/uploads/_/originals/9cceb6b7-a24a-4354-adc8-24ac9feb7cdd.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Blitz Rush|975805|40|https://api.ccgtrader.co.uk/uploads/_/originals/2b0c1a36-0a26-4070-b9f8-e2b4ad587df2.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Electric Jolt|975806|10|https://api.ccgtrader.co.uk/uploads/_/originals/dea130e5-3605-4b39-8d95-7d9aa8f4f9d6.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Electric Surge|975807|20|https://api.ccgtrader.co.uk/uploads/_/originals/0d984d95-830d-40b7-aedf-8c3b7a719569.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Indiscriminate Shock 1,300,000 Volts|975808|30|https://api.ccgtrader.co.uk/uploads/_/originals/549df38f-7fae-427a-a20a-86a73a68718c.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
Charged Up|975809|20|https://api.ccgtrader.co.uk/uploads/_/originals/75e6e2db-1398-4c83-8cd4-eb23ff52c4da.jpg|5164|my-hero-academia-ccg|UVS01 - My Hero Academia|
