name|id|rarity|imgURL|setID|game|set|date
Sakura|902519|2|https://api.ccgtrader.co.uk/_/assets/gjlwqzhudz40ckk4|4688|cardcaptors-tcg|Cardcaptors Starter|
Sakura|902520|2|https://api.ccgtrader.co.uk/_/assets/q6zanumpvyo848oo|4688|cardcaptors-tcg|Cardcaptors Starter|
Sakura|902521|2|https://api.ccgtrader.co.uk/_/assets/bzeupvkx6v40ss08|4688|cardcaptors-tcg|Cardcaptors Starter|
Sakura|902522|2|https://api.ccgtrader.co.uk/_/assets/o1jydzg0qjkkcso8|4688|cardcaptors-tcg|Cardcaptors Starter|
Madison|902523|2|https://api.ccgtrader.co.uk/_/assets/blfesnsp0f4gck0k|4688|cardcaptors-tcg|Cardcaptors Starter|
Madison|902524|2|https://api.ccgtrader.co.uk/_/assets/8wcp4ne9xioswwsk|4688|cardcaptors-tcg|Cardcaptors Starter|
Madison|902525|2|https://api.ccgtrader.co.uk/_/assets/ih6d1sy5jsgs844k|4688|cardcaptors-tcg|Cardcaptors Starter|
Li Showron|902526|2|https://api.ccgtrader.co.uk/_/assets/1cjnk01tdlj4w88o|4688|cardcaptors-tcg|Cardcaptors Starter|
Li Showron|902527|2|https://api.ccgtrader.co.uk/_/assets/r5ixvpt4ayo0cwgo|4688|cardcaptors-tcg|Cardcaptors Starter|
Li Showron|902528|2|https://api.ccgtrader.co.uk/_/assets/scspd7tuocgwc4gw|4688|cardcaptors-tcg|Cardcaptors Starter|
Kero|902529|2|https://api.ccgtrader.co.uk/_/assets/28eqqeaykmxwkg4o|4688|cardcaptors-tcg|Cardcaptors Starter|
Kero|902530|2|https://api.ccgtrader.co.uk/_/assets/ngyfgz6wlmskowk0|4688|cardcaptors-tcg|Cardcaptors Starter|
Kero|902531|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Meilin|902532|2|https://api.ccgtrader.co.uk/_/assets/te6ifxd1ao04wc4c|4688|cardcaptors-tcg|Cardcaptors Starter|
Meilin|902533|2|https://api.ccgtrader.co.uk/_/assets/lqrp27pbutcwwscg|4688|cardcaptors-tcg|Cardcaptors Starter|
Meilin|902534|2|https://api.ccgtrader.co.uk/_/assets/8znwjlzpn0w8kws0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Windy|902535|2|https://api.ccgtrader.co.uk/_/assets/s97zvaohchwk4wc0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Dash|902536|2|https://api.ccgtrader.co.uk/_/assets/gfbkk4lxeo84g4k0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Freeze|902537|2|https://api.ccgtrader.co.uk/_/assets/c085v6xtk7404gss|4688|cardcaptors-tcg|Cardcaptors Starter|
The Dream|902538|2|https://api.ccgtrader.co.uk/_/assets/pogd0wg5xaso8og0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Firey|902539|2|https://api.ccgtrader.co.uk/_/assets/mfgnr8y9aqogc0g4|4688|cardcaptors-tcg|Cardcaptors Starter|
The Fight|902540|2|https://api.ccgtrader.co.uk/_/assets/j09ms9rf6nksg8g0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Jump|902541|2|https://api.ccgtrader.co.uk/_/assets/iezr879eopc8gc48|4688|cardcaptors-tcg|Cardcaptors Starter|
The Erase|902542|2|https://api.ccgtrader.co.uk/_/assets/l7k6s0rwo408csso|4688|cardcaptors-tcg|Cardcaptors Starter|
The Wood|902543|2|https://api.ccgtrader.co.uk/_/assets/ptqg92t52as4ggws|4688|cardcaptors-tcg|Cardcaptors Starter|
The Change|902544|2|https://api.ccgtrader.co.uk/_/assets/nr2xyjqs7n4o80o8|4688|cardcaptors-tcg|Cardcaptors Starter|
The Big|902545|2|https://api.ccgtrader.co.uk/_/assets/a7vsj95on280g0cs|4688|cardcaptors-tcg|Cardcaptors Starter|
The Mirror|902546|2|https://api.ccgtrader.co.uk/_/assets/ni09froaehccosk8|4688|cardcaptors-tcg|Cardcaptors Starter|
The Thunder|902547|2|https://api.ccgtrader.co.uk/_/assets/j18gftgj9nso88c0|4688|cardcaptors-tcg|Cardcaptors Starter|
The Power|902548|2|https://api.ccgtrader.co.uk/_/assets/8evuiku1e5ssw4ks|4688|cardcaptors-tcg|Cardcaptors Starter|
The Sword|902549|2||4688|cardcaptors-tcg|Cardcaptors Starter|
The Glow|902550|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Sakura|902551|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Li Showron|902552|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Madison/Kero|902553|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Double Boost|902554|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Battle Shift|902555|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Helping Hands|902556|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Not So Fast|902557|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Power Boost|902558|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Morph|902559|2||4688|cardcaptors-tcg|Cardcaptors Starter|
Sakura (2000)|249925|10|https://api.ccgtrader.co.uk/_/assets/3igystb7xry8owkk|731|cardcaptors-tcg|Series 1|
Sakura (3000)|249926|10|https://api.ccgtrader.co.uk/_/assets/62ns5ej2zcgs08ww|731|cardcaptors-tcg|Series 1|
Sakura (3000)|249927|10|https://api.ccgtrader.co.uk/_/assets/2lx0drizj7mswo48|731|cardcaptors-tcg|Series 1|
Sakura (5000)|249928|10|https://api.ccgtrader.co.uk/_/assets/nc5d4apbsxwg8ss8|731|cardcaptors-tcg|Series 1|
Sakura (2000)|249865|10|https://api.ccgtrader.co.uk/_/assets/9e8dvq1bhjoccc8k|731|cardcaptors-tcg|Series 1|
Sakura (5000)|249866|30|https://api.ccgtrader.co.uk/_/assets/f1alhmragxcsocgw|731|cardcaptors-tcg|Series 1|
Sakura (5000)|249867|20|https://api.ccgtrader.co.uk/_/assets/76clmz1vhf8cok8k|731|cardcaptors-tcg|Series 1|
Madison (2000)|249929|10|https://api.ccgtrader.co.uk/_/assets/kofnmv6ynv4cgw0o|731|cardcaptors-tcg|Series 1|
Madison (5000)|249930|10|https://api.ccgtrader.co.uk/_/assets/6b18bsawi7ksg84s|731|cardcaptors-tcg|Series 1|
Madison (4000)|249931|10|https://api.ccgtrader.co.uk/_/assets/12ksdndczgq8soko|731|cardcaptors-tcg|Series 1|
Madison (3000)|249868|30|https://api.ccgtrader.co.uk/_/assets/s1ifdhj9wv4gow8w|731|cardcaptors-tcg|Series 1|
Madison (5000)|249869|30|https://api.ccgtrader.co.uk/_/assets/nj470nspankow4w4|731|cardcaptors-tcg|Series 1|
Madison (4000)|249870|20|https://api.ccgtrader.co.uk/_/assets/d804f0yodkgskkgc|731|cardcaptors-tcg|Series 1|
Madison (2000)|249871|10|https://api.ccgtrader.co.uk/_/assets/gng86g83f280s444|731|cardcaptors-tcg|Series 1|
Li Showron (3000)|249932|10|https://api.ccgtrader.co.uk/_/assets/7idvigw34nwgk448|731|cardcaptors-tcg|Series 1|
Li Showron (2000)|249933|10|https://api.ccgtrader.co.uk/_/assets/mh4zjngzps04wsok|731|cardcaptors-tcg|Series 1|
Li Showron (5000)|249934|10|https://api.ccgtrader.co.uk/_/assets/au1ju9jz0xcs0osg|731|cardcaptors-tcg|Series 1|
Li Showron (3000)|249872|10|https://api.ccgtrader.co.uk/_/assets/rda7t8gblf4oo0cg|731|cardcaptors-tcg|Series 1|
Li Showron (5000)|249873|30|https://api.ccgtrader.co.uk/_/assets/ny8jegvdhz4w8gcc|731|cardcaptors-tcg|Series 1|
Li Showron (4000)|249874|20|https://api.ccgtrader.co.uk/_/assets/j5bncg5kvsgsoskw|731|cardcaptors-tcg|Series 1|
Li Showron (4000)|249875|20|https://api.ccgtrader.co.uk/_/assets/x4bquqmonio8wggs|731|cardcaptors-tcg|Series 1|
Kero (3000)|249935|10|https://api.ccgtrader.co.uk/_/assets/ku33yzddxa8w4gso|731|cardcaptors-tcg|Series 1|
Kero (2000)|249936|10|https://api.ccgtrader.co.uk/_/assets/enftyv396xskwokg|731|cardcaptors-tcg|Series 1|
Kero (5000)|249937|10||731|cardcaptors-tcg|Series 1|
Kero (4000)|249876|20|https://api.ccgtrader.co.uk/_/assets/jhwfnsc5wxs0g04k|731|cardcaptors-tcg|Series 1|
Kero (4000)|249877|20|https://api.ccgtrader.co.uk/_/assets/82w3uw8f9340g0o4|731|cardcaptors-tcg|Series 1|
Kero (5000)|249878|30|https://api.ccgtrader.co.uk/_/assets/sn0qdorvbwg08404|731|cardcaptors-tcg|Series 1|
Kero (3000)|249879|10|https://api.ccgtrader.co.uk/_/assets/j81t1vlohpcgc00g|731|cardcaptors-tcg|Series 1|
Meilin (2000)|249938|10|https://api.ccgtrader.co.uk/_/assets/3zykm9c9yd8gsw0g|731|cardcaptors-tcg|Series 1|
Meilin (3000)|249939|10|https://api.ccgtrader.co.uk/_/assets/cz87lbt5ciokoo8g|731|cardcaptors-tcg|Series 1|
Meilin (3000)|249940|10|https://api.ccgtrader.co.uk/_/assets/qy0aqcqpun4k400w|731|cardcaptors-tcg|Series 1|
Meilin (5000)|249880|30|https://api.ccgtrader.co.uk/_/assets/c5ptpwptg9sgwskg|731|cardcaptors-tcg|Series 1|
Meilin (4000)|249881|20|https://api.ccgtrader.co.uk/_/assets/lqtvj4jw9ggkkc4w|731|cardcaptors-tcg|Series 1|
Meilin (5000)|249882|30|https://api.ccgtrader.co.uk/_/assets/cmr8hkmjn08wskow|731|cardcaptors-tcg|Series 1|
Meilin (3000)|249883|10|https://api.ccgtrader.co.uk/_/assets/71nhikxu618oc8ck|731|cardcaptors-tcg|Series 1|
Julian (4000)|249884|30|https://api.ccgtrader.co.uk/_/assets/h0khe8a165koo8og|731|cardcaptors-tcg|Series 1|
Julian (4000)|249885|30|https://api.ccgtrader.co.uk/_/assets/fjpw6nytiigwo8kw|731|cardcaptors-tcg|Series 1|
Julian (5000)|249886|30|https://api.ccgtrader.co.uk/_/assets/3mpcffk0euw44gws|731|cardcaptors-tcg|Series 1|
Julian (2000)|249887|30|https://api.ccgtrader.co.uk/_/assets/lq2z0qrk0lwsossg|731|cardcaptors-tcg|Series 1|
Tori (5000)|249888|20|https://api.ccgtrader.co.uk/_/assets/b8xi144jw1wk0k4s|731|cardcaptors-tcg|Series 1|
Tori (4000)|249889|20|https://api.ccgtrader.co.uk/_/assets/m6crkm5cxu8ck0ws|731|cardcaptors-tcg|Series 1|
Tori (2000)|249890|20|https://api.ccgtrader.co.uk/_/assets/q4knquyvzlcswgow|731|cardcaptors-tcg|Series 1|
The Windy|249941|10|https://api.ccgtrader.co.uk/_/assets/s2fs2zqxdz40sgso|731|cardcaptors-tcg|Series 1|
The Dash|249942|10|https://api.ccgtrader.co.uk/_/assets/t9l15to2tbks44wo|731|cardcaptors-tcg|Series 1|
The Freeze|249943|10|https://api.ccgtrader.co.uk/_/assets/jdsapr3cuqogo4c0|731|cardcaptors-tcg|Series 1|
The Dream|249944|10|https://api.ccgtrader.co.uk/_/assets/i8oss738dd4oko8k|731|cardcaptors-tcg|Series 1|
The Firey|249945|10|https://api.ccgtrader.co.uk/_/assets/2b239xa74bk0scs4|731|cardcaptors-tcg|Series 1|
The Fight|249946|10|https://api.ccgtrader.co.uk/_/assets/73cimn4xi8sg4osg|731|cardcaptors-tcg|Series 1|
The Jump|249947|10|https://api.ccgtrader.co.uk/_/assets/b51fw9924740ooso|731|cardcaptors-tcg|Series 1|
The Erase|249948|10|https://api.ccgtrader.co.uk/_/assets/m88hcy5j7i84048o|731|cardcaptors-tcg|Series 1|
The Wood|249949|10|https://api.ccgtrader.co.uk/_/assets/8eoyehrn9zk8gowg|731|cardcaptors-tcg|Series 1|
The Change|249950|10|https://api.ccgtrader.co.uk/_/assets/34uw0u41y8u8wwgc|731|cardcaptors-tcg|Series 1|
The Big|249951|10|https://api.ccgtrader.co.uk/_/assets/c1ysiel393c40gcw|731|cardcaptors-tcg|Series 1|
